,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
17,1.281219,10.0,10.0,814.0,4216.0,14.829626999999999,62.0,252.0,4576.891113000001,23696.18359,2.0,3.0,142.357667,133.49877800000002,8195.23186,10703.67975,255.0,1363437743.0,3682765335.0,255.0,0.163493,0.07897799999999999,0.08451499999999999,81.0,422.0,1.0,1658.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0
18,0.227764,10.0,6.0,534.0,268.0,65.85764300000001,254.0,252.0,16894.68164,7867.792969,2.0,1.0,22.054778,38.775397999999996,1159.036911,54.85096899999999,255.0,563087363.0,3134541778.0,255.0,0.080349,0.03388,0.046468999999999996,53.0,45.0,0.0,0.0,10.0,1.0,3.0,3.0,1.0,10.0,0.0,0.0,0.0,3.0,10.0,0.0
19,0.755426,10.0,6.0,862.0,268.0,19.856346,254.0,252.0,8217.879883,2372.1713870000003,2.0,1.0,83.84299999999999,133.759203,4770.390222,236.56282799999997,255.0,1931626147.0,3937346284.0,255.0,0.166695,0.086623,0.080072,86.0,45.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17.0,1.0,0.0
20,1.886326,246.0,52.0,301541.0,3212.0,157.448928,62.0,252.0,1273654.75,13363.54395,120.0,8.0,7.6992899999999995,36.621059,812.087143,44.448852,255.0,966415340.0,3247827097.0,255.0,0.063708,0.017971,0.045737,1226.0,62.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0
21,4e-06,2.0,0.0,1064.0,0.0,250000.0006,254.0,0.0,1064000000.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,0.0,0.0,0.0,13.0,2.0,5.0,5.0,1.0,13.0,0.0,0.0,0.0,5.0,13.0,0.0
22,7.000000000000001e-06,2.0,0.0,200.0,0.0,142857.1409,254.0,0.0,114285712.0,0.0,0.0,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0
23,0.083126,22.0,24.0,2054.0,2478.0,541.346864,31.0,29.0,188725.5469,228568.6719,6.0,6.0,3.94219,3.589,387.589833,370.712767,255.0,1927366395.0,1927639011.0,255.0,0.000696,0.0005740000000000001,0.000122,93.0,103.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0
24,1.513449,40.0,22.0,32398.0,1838.0,40.305291,62.0,252.0,166977.5469,9276.824219,17.0,8.0,38.806383000000004,68.49238299999999,2667.092044,83.45407,255.0,3054764925.0,1129032293.0,255.0,0.134157,0.074461,0.059696000000000006,810.0,84.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
25,1.06936,12.0,10.0,1058.0,834.0,19.637914000000002,254.0,252.0,7256.676758,5618.313477000001,3.0,2.0,94.97172900000001,110.069,5838.008125,179.677437,255.0,782466687.0,1773613715.0,255.0,0.143359,0.078736,0.064623,88.0,83.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0
26,0.0016879999999999998,4.0,4.0,520.0,304.0,4146.919314,31.0,29.0,1848341.125,1080568.75,0.0,0.0,0.442,0.21066700000000002,0.619426,0.29228000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,76.0,0.0,0.0,11.0,0.0,5.0,1.0,1.0,7.0,0.0,0.0,0.0,5.0,13.0,0.0
27,9e-06,2.0,0.0,114.0,0.0,111111.1072,254.0,0.0,50666664.0,0.0,0.0,0.0,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,34.0,2.0,24.0,24.0,12.0,34.0,0.0,0.0,0.0,24.0,34.0,0.0
28,0.001056,2.0,2.0,132.0,164.0,2840.9090690000003,31.0,29.0,500000.0,621212.125,0.0,0.0,0.009000000000000001,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,82.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0
29,1e-06,2.0,0.0,200.0,0.0,1000000.003,254.0,0.0,800000000.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0
30,8e-06,2.0,0.0,114.0,0.0,125000.0003,254.0,0.0,57000000.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,31.0,2.0,31.0,31.0,14.0,31.0,0.0,0.0,0.0,31.0,31.0,0.0
31,3.055214,340.0,68.0,426724.0,3720.0,133.214894,62.0,252.0,1114079.75,9599.328125,167.0,8.0,9.039095,45.452296999999994,1092.360951,57.551483999999995,255.0,3754076124.0,1087108880.0,255.0,0.056521,0.009155,0.047366000000000005,1255.0,55.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
32,9e-06,2.0,0.0,200.0,0.0,111111.1072,254.0,0.0,88888888.0,0.0,0.0,0.0,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,9.0,2.0,3.0,2.0,2.0,13.0,0.0,0.0,0.0,3.0,9.0,0.0
33,8e-06,2.0,0.0,114.0,0.0,125000.0003,254.0,0.0,57000000.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,42.0,2.0,30.0,30.0,15.0,42.0,0.0,0.0,0.0,30.0,42.0,0.0
34,0.001026,2.0,2.0,130.0,162.0,2923.976572,31.0,29.0,506822.5938,631578.9375,0.0,0.0,0.009000000000000001,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,81.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,7.0,2.0,0.0
35,9e-06,2.0,0.0,104.0,0.0,111111.1072,254.0,0.0,46222220.0,0.0,0.0,0.0,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,5.0,2.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,16.0,0.0
36,2.494052,12.0,10.0,1106.0,838.0,8.420033,254.0,252.0,3252.5385739999997,2421.761963,3.0,2.0,221.88363900000002,266.810219,15036.21041,562.928,255.0,2140919817.0,293526054.0,255.0,0.19508599999999998,0.092757,0.102329,92.0,84.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0
37,0.360369,10.0,10.0,778.0,4074.0,52.723735999999995,62.0,252.0,15561.82715,81405.44531,2.0,3.0,40.041,36.996221999999996,1915.839284,2470.559291,255.0,1091212451.0,2084355432.0,255.0,0.096385,0.026677999999999997,0.069707,78.0,407.0,1.0,1602.0,1.0,1.0,16.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
38,0.8820040000000001,12.0,8.0,1036.0,764.0,21.541852,254.0,252.0,8616.741211,6067.999511999999,3.0,2.0,80.118364,114.01614099999999,4168.584147,159.652719,255.0,564294611.0,2209243493.0,255.0,0.166484,0.083884,0.0826,86.0,96.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,5.0,0.0
39,1e-05,2.0,0.0,200.0,0.0,100000.0025,254.0,0.0,80000000.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0,2.0,3.0,3.0,3.0,7.0,0.0,0.0,0.0,3.0,7.0,0.0
40,0.16323900000000002,4.0,2.0,536.0,440.0,30.629934999999996,254.0,60.0,19701.17383,10781.737309999999,0.0,0.0,54.413000000000004,0.002,76.941703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,220.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
41,0.776058,10.0,6.0,656.0,268.0,19.328452,254.0,252.0,6092.328125,2309.105713,2.0,1.0,77.816889,127.977,3820.893158,160.791984,255.0,1808094695.0,991193107.0,255.0,0.20006400000000002,0.13617200000000002,0.06389199999999999,66.0,45.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0
42,0.466139,20.0,0.0,1040.0,0.0,40.760375,254.0,0.0,16956.31641,0.0,0.0,0.0,24.533631,0.0,28.348688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
43,8e-06,2.0,0.0,168.0,0.0,125000.0003,254.0,0.0,84000000.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
44,1e-05,2.0,0.0,1064.0,0.0,100000.0025,254.0,0.0,425600000.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0
45,1.3219889999999999,10.0,6.0,1550.0,268.0,11.346539,254.0,252.0,8441.825195,1355.533203,2.0,1.0,146.779111,252.438594,10374.33689,469.838375,255.0,1812082781.0,2300660733.0,255.0,0.133749,0.059788,0.073961,155.0,45.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0
46,0.051921,90.0,92.0,5174.0,83812.0,3486.065446,31.0,29.0,788428.5625,12773406.0,7.0,39.0,0.586477,0.570222,32.92516,32.592616,255.0,3630240770.0,1480975730.0,255.0,0.000739,0.000593,0.000146,57.0,911.0,0.0,0.0,7.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0
47,8e-06,2.0,0.0,114.0,0.0,125000.0003,254.0,0.0,57000000.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,27.0,2.0,10.0,10.0,10.0,27.0,0.0,0.0,0.0,10.0,27.0,0.0
48,1.010866,122.0,126.0,7820.0,15736.0,244.34493700000002,31.0,29.0,61381.03125,123553.4609,30.0,32.0,8.351438,8.148089,503.287312,501.26094900000004,255.0,2490512843.0,349147473.0,255.0,0.0006320000000000001,0.000499,0.000133,64.0,125.0,0.0,0.0,12.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0
49,0.0010119999999999999,2.0,2.0,146.0,178.0,2964.426812,31.0,29.0,577075.0625,703557.3125,0.0,0.0,0.005,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,89.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0
50,0.054287,2.0,2.0,120.0,798.0,55.261848,62.0,252.0,8841.895508,58798.60547,0.0,0.0,0.009000000000000001,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,399.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,42.0,0.0
51,2.582825,16.0,14.0,922.0,728.0,11.228016,254.0,252.0,2679.237061,2093.831299,5.0,3.0,170.561469,190.620078,10470.35585,287.055656,255.0,4252281064.0,2316650356.0,255.0,0.161434,0.104754,0.056679999999999994,58.0,52.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0
52,9e-06,2.0,0.0,114.0,0.0,111111.1072,254.0,0.0,50666664.0,0.0,0.0,0.0,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,26.0,2.0,17.0,16.0,16.0,26.0,0.0,0.0,0.0,17.0,26.0,0.0
53,0.376434,10.0,6.0,984.0,268.0,39.847623,254.0,252.0,18829.33008,4760.462890999999,2.0,1.0,39.173,61.816801,2050.4401199999998,89.26078100000001,255.0,2589852099.0,2582654028.0,255.0,0.12148900000000001,0.067348,0.054140999999999995,98.0,45.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
54,0.5311319999999999,10.0,6.0,534.0,268.0,28.241568,254.0,252.0,7244.903809,3373.926025,2.0,1.0,58.920443999999996,80.042203,2978.558328,127.985352,255.0,3145462027.0,2862362025.0,255.0,0.200355,0.130919,0.069436,53.0,45.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0
55,0.004806,18.0,18.0,3960.0,2456.0,7282.563753,31.0,29.0,6225551.5,3861839.5,7.0,7.0,0.264529,0.25,13.105747000000001,0.326325,255.0,2739455747.0,597318784.0,255.0,0.0006799999999999999,0.000552,0.000128,220.0,136.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,6.0,0.0
56,9e-06,2.0,0.0,114.0,0.0,111111.1072,254.0,0.0,50666664.0,0.0,0.0,0.0,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,33.0,2.0,16.0,16.0,16.0,34.0,0.0,0.0,0.0,16.0,33.0,0.0
57,7.000000000000001e-06,2.0,0.0,200.0,0.0,142857.1409,254.0,0.0,114285712.0,0.0,0.0,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
58,1e-06,2.0,0.0,168.0,0.0,1000000.003,254.0,0.0,672000000.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
59,0.779146,24.0,46.0,1144.0,38084.0,88.558497,62.0,252.0,11263.61426,382541.9063,7.0,21.0,33.875912,17.083510999999998,1729.1787989999998,1252.439932,255.0,312298458.0,1954977972.0,255.0,0.051868,0.005679,0.046189,48.0,828.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
60,1e-06,2.0,0.0,200.0,0.0,1000000.003,254.0,0.0,800000000.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0,2.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,22.0,7.0,0.0
61,6e-06,2.0,0.0,614.0,0.0,166666.6608,254.0,0.0,409333312.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,20.0,3.0,0.0
62,3e-06,2.0,0.0,114.0,0.0,333333.3215,254.0,0.0,152000000.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,31.0,2.0,8.0,8.0,8.0,31.0,0.0,0.0,0.0,8.0,31.0,0.0
63,3e-06,2.0,0.0,114.0,0.0,333333.3215,254.0,0.0,152000000.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,13.0,2.0,14.0,13.0,13.0,13.0,0.0,0.0,0.0,13.0,13.0,0.0
64,9e-06,2.0,0.0,114.0,0.0,111111.1072,254.0,0.0,50666664.0,0.0,0.0,0.0,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,31.0,2.0,16.0,16.0,16.0,31.0,0.0,0.0,0.0,18.0,31.0,0.0
65,9e-06,2.0,0.0,200.0,0.0,111111.1072,254.0,0.0,88888888.0,0.0,0.0,0.0,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14.0,2.0,5.0,4.0,4.0,17.0,0.0,0.0,0.0,6.0,14.0,0.0
66,59.760056000000006,180.0,0.0,48960.0,0.0,2.9953119999999998,254.0,0.0,6517.79834,0.0,0.0,0.0,333.854969,0.0,403.300313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,24.0,1.0,0.0
67,1.7442540000000002,40.0,162.0,1822.0,193911.0,115.23551100000002,62.0,252.0,8150.188965,883885.0625,7.0,79.0,44.724463,10.488099,2132.726614,1038.90876,255.0,2886943804.0,53907407.0,255.0,0.088555,0.055060000000000005,0.033495,46.0,1197.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0
68,0.26811199999999996,10.0,8.0,850.0,1860.0,63.406337,62.0,252.0,22826.28125,48576.71484,2.0,2.0,29.790221999999996,33.186715,1570.843513,56.811434,255.0,1272957603.0,1142621852.0,255.0,0.076419,0.024880000000000003,0.051539,85.0,233.0,1.0,504.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
69,2e-06,2.0,0.0,114.0,0.0,500000.0013,254.0,0.0,228000000.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,26.0,2.0,18.0,17.0,17.0,26.0,0.0,0.0,0.0,17.0,26.0,0.0
70,1.18546,42.0,22.0,31189.0,1922.0,53.14392900000001,62.0,252.0,205469.6094,12383.37891,17.0,8.0,28.913659000000003,55.296617000000005,2058.191605,79.39796899999999,255.0,1825403596.0,1292615408.0,255.0,0.061956,0.011824,0.050131999999999996,743.0,87.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
71,3e-06,2.0,0.0,114.0,0.0,333333.3215,254.0,0.0,152000000.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,27.0,2.0,8.0,8.0,8.0,27.0,0.0,0.0,0.0,8.0,27.0,0.0
72,0.8133640000000001,20.0,20.0,2276.0,1772.0,47.949009999999994,62.0,252.0,21274.60742,16563.30859,7.0,8.0,42.808633,41.846633000000004,2091.64367,49.796914,255.0,2700197163.0,852977757.0,255.0,0.054178,0.00859,0.045588,114.0,89.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
73,0.8403299999999999,10.0,14.0,880.0,9528.0,27.3702,62.0,252.0,7539.89502,84233.57813,2.0,4.0,93.37,59.661925,5354.646413,5330.620386,255.0,749640279.0,2733606973.0,255.0,0.113626,0.06443600000000001,0.04919,88.0,681.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
74,0.052329999999999995,40.0,42.0,2542.0,23508.0,1547.869336,31.0,29.0,378979.5625,3508351.0,7.0,14.0,1.33141,1.263976,77.967087,76.536181,255.0,1466618432.0,3663733288.0,255.0,0.0006389999999999999,0.000503,0.000136,64.0,560.0,0.0,0.0,8.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0
75,0.001627,4.0,4.0,520.0,304.0,4302.3969210000005,31.0,29.0,1917639.75,1121081.75,0.0,0.0,0.42700000000000005,0.185,0.598212,0.253854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,76.0,0.0,0.0,8.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,8.0,0.0
76,1e-05,2.0,0.0,1064.0,0.0,100000.0025,254.0,0.0,425600000.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0
77,2.897373,18.0,24.0,1000.0,11954.0,14.15075,62.0,252.0,2609.260254,31631.41211,6.0,10.0,170.433706,118.607698,9140.514152,7746.8972730000005,255.0,1280099661.0,19774783.0,255.0,0.278821,0.134133,0.144688,56.0,498.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0
