VertexCount;EdgeCount;ComponentCount;MaxComponentSize;AverageDegree
384;106;398;4;0.55208
383;104;400;4;0.54308
382;102;402;4;0.53403
381;100;403;4;0.52493
380;98;405;4;0.51579
379;96;407;4;0.50660
378;94;409;4;0.49735
377;92;410;4;0.48806
376;90;411;4;0.47872
375;88;413;4;0.46933
374;86;415;4;0.45989
373;84;417;4;0.45040
372;82;419;4;0.44086
371;80;421;4;0.43127
370;78;423;4;0.42162
369;76;425;4;0.41192
368;74;427;3;0.40217
367;72;429;3;0.39237
366;70;431;3;0.38251
365;68;432;3;0.37260
364;66;434;3;0.36264
363;64;436;3;0.35262
362;62;438;3;0.34254
361;60;440;2;0.33241
360;59;441;2;0.32778
359;58;442;2;0.32312
358;57;443;2;0.31844
357;56;444;2;0.31373
356;55;445;2;0.30899
355;54;446;2;0.30423
354;53;447;2;0.29944
353;52;448;2;0.29462
352;51;449;2;0.28977
351;50;450;2;0.28490
350;49;451;2;0.28000
349;48;452;2;0.27507
348;47;453;2;0.27011
347;46;454;2;0.26513
346;45;455;2;0.26012
345;44;456;2;0.25507
344;43;457;2;0.25000
343;42;458;2;0.24490
342;41;459;2;0.23977
341;40;460;2;0.23460
340;39;461;2;0.22941
339;38;462;2;0.22419
338;37;463;2;0.21893
337;36;464;2;0.21365
336;35;465;2;0.20833
335;34;466;2;0.20299
334;33;467;2;0.19760
333;32;468;2;0.19219
332;31;469;2;0.18675
331;30;470;2;0.18127
330;29;471;2;0.17576
329;28;472;2;0.17021
328;27;473;2;0.16463
327;26;474;2;0.15902
326;25;475;2;0.15337
325;24;476;2;0.14769
324;23;477;2;0.14198
323;22;478;2;0.13622
322;21;479;2;0.13043
321;20;480;2;0.12461
320;19;481;2;0.11875
319;18;482;2;0.11285
318;17;483;2;0.10692
317;16;484;2;0.10095
316;15;485;2;0.09494
315;14;486;2;0.08889
314;13;487;2;0.08280
313;12;488;2;0.07668
312;11;489;2;0.07051
311;10;490;2;0.06431
310;9;491;2;0.05806
309;8;492;2;0.05178
308;7;493;2;0.04545
307;6;494;2;0.03909
306;5;495;2;0.03268
305;4;496;2;0.02623
304;3;497;2;0.01974
303;2;498;2;0.01320
302;1;499;2;0.00662
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
301;0;500;1;0.00000
